part,pot,criticality,slack_potential,struct_potential,fanout,window_size,prior,model_prob,accepted,area_impr_pct,delay_delta,node
2,0.700000,0.600000,0.400000,1.000000,1,16,0.500000,0.181602,0,0.846848,2.150024,n593
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.101861,0.000000,n33
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-1.164416,0.960022,n108
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,0.000000,0.000000,n136
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,1,0.101861,0.000000,n247
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.047984,0.000000,n251
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.105964,0.000000,n256
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-1.069636,0.000000,n375
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.213927,0.000000,n425
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,0.000000,0.000000,n486
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.589799,0.000000,n489
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.589799,0.000000,n546
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-1.917348,1.710022,n595
2,0.650000,0.700000,0.300000,1.000000,1,16,0.500000,0.166756,0,-0.533819,0.000000,n631
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.431513,0.000000,n63
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n64
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.967331,1.710022,n79
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.483496,0.960022,n83
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.701422,0.000000,n149
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.703421,0.000000,n150
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.895695,1.970032,n180
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.053982,0.000000,n220
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.224245,0.000000,n232
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.264053,0.000000,n315
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.002006,0.000000,n320
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.494274,0.000000,n322
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n326
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.044126,0.000000,n336
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n365
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.266881,0.000000,n395
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.488914,1.970032,n415
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-5.460545,-4.859985,n439
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.865116,0.570007,n464
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n465
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.064384,0.000000,n479
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.646265,0.000000,n487
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.642239,0.000000,n520
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,1,0.106704,0.000000,n522
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.044340,2.180023,n557
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-3.105790,2.180023,n582
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-2.043654,0.000000,n605
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n614
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.161235,0.000000,n617
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-2.523329,0.000000,n621
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-2.523329,0.000000,n622
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.538122,0.000000,n623
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.287865,0.000000,n624
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n625
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.561965,0.000000,n626
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.912994,0.000000,n627
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.074229,0.000000,n628
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-1.834049,0.000000,n629
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.699357,0.000000,n632
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,-0.870669,0.000000,n643
2,0.642272,0.500000,0.500000,0.784543,1,16,0.500000,0.188106,0,0.000000,0.000000,n651
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-1.295927,-0.649994,n62
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-2.081948,4.670013,n80
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-0.820283,1.010010,n197
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,1,0.052401,0.000000,n318
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,1,0.163336,0.000000,n325
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-4.671783,0.000000,n367
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,0.000000,0.000000,n413
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-0.054534,0.000000,n484
2,0.634465,0.500000,0.500000,0.768931,2,16,0.500000,0.181098,0,-2.264189,0.000000,n512
