part,pot,criticality,slack_potential,struct_potential,fanout,window_size,prior,model_prob,accepted,goal_hit,area_impr_pct,delay_delta,node
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,1.205700,5.509979,n1453
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.031535,0.000000,n1457
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.063954,0.000000,n1555
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,1,1,0.016210,0.000000,n1574
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.000000,0.000000,n1704
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.000000,0.000000,n1766
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.079293,0.000000,n1769
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.000000,0.000000,n1876
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.023876,0.000000,n1881
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.015917,0.000000,n1892
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.062786,0.000000,n1969
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.000000,0.000000,n1997
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.000000,0.000000,n1999
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,1,1,0.015623,0.000000,n2024
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,1,1,0.039210,0.000000,n2035
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,1,1,0.047189,0.000000,n2104
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,1,1,0.015639,0.000000,n2106
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.126309,0.000000,n2118
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.000000,0.000000,n2147
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.725393,4.140015,n2150
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.133982,0.000000,n2173
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.000000,0.000000,n2174
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.157296,0.000000,n2175
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.118046,0.000000,n2176
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.055482,0.000000,n2246
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,1,1,0.016231,0.000000,n2301
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.688615,4.429993,n2312
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,-0.039552,0.000000,n2370
2,0.665751,0.454545,0.545455,0.786047,1,16,0.500000,0.500000,0,0,0.000000,0.000000,n2388
